TF	miRNA
PIM1	hsa-miR-20a-5p
PIM1	hsa-miR-92a-1-5p
PIM1	hsa-miR-92a-3p
PKM	hsa-miR-205-3p
PKM	hsa-miR-205-5p
PLK1	hsa-miR-141-3p
PLK1	hsa-miR-141-5p
PLK1	hsa-miR-200c-3p
PLK1	hsa-miR-200c-5p
PLZF	hsa-miR-146a-3p
PLZF	hsa-miR-146a-5p
POU2F1	hsa-let-7g-3p
POU2F1	hsa-let-7g-5p
POU2F1	hsa-miR-542-3p
POU2F1	hsa-miR-542-5p
POU2F2	hsa-miR-198
POU5F1	hsa-miR-1246
POU5F1	hsa-miR-125b-1-3p
POU5F1	hsa-miR-125b-5p
POU5F1	hsa-miR-130a-3p
POU5F1	hsa-miR-130a-5p
POU5F1	hsa-miR-130b-3p
POU5F1	hsa-miR-130b-5p
POU5F1	hsa-miR-142-3p
POU5F1	hsa-miR-142-5p
POU5F1	hsa-miR-145-3p
POU5F1	hsa-miR-145-5p
POU5F1	hsa-miR-301a-3p
POU5F1	hsa-miR-301a-5p
POU5F1	hsa-miR-301b-3p
POU5F1	hsa-miR-301b-5p
POU5F1	hsa-miR-302a-3p
POU5F1	hsa-miR-302a-5p
POU5F1	hsa-miR-302b-3p
POU5F1	hsa-miR-302b-5p
POU5F1	hsa-miR-302c-3p
POU5F1	hsa-miR-302c-5p
POU5F1	hsa-miR-302d-3p
POU5F1	hsa-miR-302d-5p
POU5F1	hsa-miR-367-3p
POU5F1	hsa-miR-367-5p
POU5F1	hsa-miR-454-3p
POU5F1	hsa-miR-454-5p
PPARA	hsa-miR-107
PPARA	hsa-miR-199a-3p
PPARA	hsa-miR-199a-5p
PPARA	hsa-miR-200c-3p
PPARA	hsa-miR-200c-5p
PPARA	hsa-miR-214-3p
PPARA	hsa-miR-214-5p
PPARA	hsa-miR-301a-3p
PPARA	hsa-miR-301a-5p
PPARA	hsa-miR-454-3p
PPARA	hsa-miR-454-5p
PPARG	hsa-miR-122-3p
PPARG	hsa-miR-122-5p
PPARG	hsa-miR-142-3p
PPARG	hsa-miR-142-5p
PPARG	hsa-miR-145-3p
PPARG	hsa-miR-145-5p
PPARG	hsa-miR-21-3p
PPARG	hsa-miR-21-5p
PPARG	hsa-miR-613
PRDM1	hsa-let-7c-3p
PRDM1	hsa-let-7c-5p
PRDM1	hsa-miR-21-3p
PRDM1	hsa-miR-21-5p
PRDM1	hsa-miR-222-3p
PRDM1	hsa-miR-222-5p
PRDM1	hsa-miR-223-3p
PRDM1	hsa-miR-223-5p
PRKCA	hsa-miR-15a-3p
PRKCA	hsa-miR-15a-5p
PRMT5	hsa-miR-96-3p
PRMT5	hsa-miR-96-5p
PROX1	hsa-miR-9-3p
PROX1	hsa-miR-9-5p
PSMD9	hsa-miR-221-3p
PSMD9	hsa-miR-221-5p
PSMD9	hsa-miR-222-3p
PSMD9	hsa-miR-222-5p
PTEN	hsa-miR-19a-3p
PTEN	hsa-miR-19a-5p
PTEN	hsa-miR-21-3p
PTEN	hsa-miR-21-5p
PTEN	hsa-miR-22-3p
PTEN	hsa-miR-22-5p
PTEN	hsa-miR-25-3p
PTEN	hsa-miR-25-5p
PTEN	hsa-miR-302a-3p
PTEN	hsa-miR-302a-5p
PTEN	hsa-miR-302b-3p
PTEN	hsa-miR-302b-5p
PTEN	hsa-miR-302c-3p
PTEN	hsa-miR-302c-5p
PTEN	hsa-miR-302d-3p
PTEN	hsa-miR-302d-5p
PTEN	hsa-miR-302f
PTPN1	hsa-miR-122-3p
PTPN1	hsa-miR-122-5p
RARA	hsa-miR-143-3p
RARA	hsa-miR-143-5p
RARA	hsa-miR-145-3p
RARA	hsa-miR-145-5p
RARA	hsa-miR-302b-3p
RARA	hsa-miR-302b-5p
RAS/ERK	hsa-miR-21-3p
RAS/ERK	hsa-miR-21-5p
RB1	hsa-miR-449a
RB1	hsa-miR-449b-3p
RB1	hsa-miR-449b-5p
RBBP5	hsa-miR-146a-3p
RBBP5	hsa-miR-146a-5p
RBBP5	hsa-miR-155-3p
RBBP5	hsa-miR-155-5p
RBPJ	hsa-miR-221-3p
RBPJ	hsa-miR-221-5p
RBPJ	hsa-miR-222-3p
RBPJ	hsa-miR-222-5p
RELA	hsa-let-7e-3p
RELA	hsa-let-7e-5p
RELA	hsa-miR-100-3p
RELA	hsa-miR-100-5p
RELA	hsa-miR-125a-3p
RELA	hsa-miR-125a-5p
RELA	hsa-miR-125b-1-3p
RELA	hsa-miR-125b-5p
RELA	hsa-miR-130a-3p
RELA	hsa-miR-130a-5p
RELA	hsa-miR-132-3p
RELA	hsa-miR-132-5p
RELA	hsa-miR-145-3p
RELA	hsa-miR-145-5p
RELA	hsa-miR-146a-3p
RELA	hsa-miR-146a-5p
RELA	hsa-miR-146b-3p
RELA	hsa-miR-146b-5p
RELA	hsa-miR-150-3p
RELA	hsa-miR-150-5p
RELA	hsa-miR-155-3p
RELA	hsa-miR-155-5p
RELA	hsa-miR-17-3p
RELA	hsa-miR-17-5p
RELA	hsa-miR-182-3p
RELA	hsa-miR-182-5p
RELA	hsa-miR-183-3p
RELA	hsa-miR-183-5p
RELA	hsa-miR-188-3p
RELA	hsa-miR-188-5p
RELA	hsa-miR-18a-3p
RELA	hsa-miR-18a-5p
RELA	hsa-miR-192-3p
RELA	hsa-miR-192-5p
RELA	hsa-miR-193b-3p
RELA	hsa-miR-193b-5p
RELA	hsa-miR-19a-3p
RELA	hsa-miR-19a-5p
RELA	hsa-miR-19b-1-5p
RELA	hsa-miR-19b-3p
RELA	hsa-miR-200b-3p
RELA	hsa-miR-200b-5p
RELA	hsa-miR-205-3p
RELA	hsa-miR-205-5p
RELA	hsa-miR-20a-3p
RELA	hsa-miR-20a-5p
RELA	hsa-miR-212-3p
RELA	hsa-miR-212-5p
RELA	hsa-miR-21-3p
RELA	hsa-miR-21-5p
RELA	hsa-miR-221-3p
RELA	hsa-miR-221-5p
RELA	hsa-miR-222-3p
RELA	hsa-miR-222-5p
RELA	hsa-miR-223-3p
RELA	hsa-miR-223-5p
RELA	hsa-miR-22-3p
RELA	hsa-miR-224-3p
RELA	hsa-miR-224-5p
RELA	hsa-miR-22-5p
RELA	hsa-miR-23a-3p
RELA	hsa-miR-23a-5p
RELA	hsa-miR-23b-3p
RELA	hsa-miR-23b-5p
RELA	hsa-miR-24-1-5p
RELA	hsa-miR-24-2-5p
RELA	hsa-miR-24-3p
RELA	hsa-miR-27a-3p
RELA	hsa-miR-27a-5p
RELA	hsa-miR-27b-3p
RELA	hsa-miR-27b-5p
RELA	hsa-miR-29c-3p
RELA	hsa-miR-29c-5p
RELA	hsa-miR-3074-3p
RELA	hsa-miR-3074-5p
RELA	hsa-miR-30b-3p
RELA	hsa-miR-30b-5p
RELA	hsa-miR-3151-3p
RELA	hsa-miR-3151-5p
RELA	hsa-miR-34a-3p
RELA	hsa-miR-34a-5p
RELA	hsa-miR-378a-3p
RELA	hsa-miR-378a-5p
RELA	hsa-miR-503-3p
RELA	hsa-miR-503-5p
RELA	hsa-miR-7-1-3p
RELA	hsa-miR-7-2-3p
RELA	hsa-miR-7-5p
RELA	hsa-miR-802
RELA	hsa-miR-92a-1-5p
RELA	hsa-miR-92a-3p
RELA	hsa-miR-96-3p
RELA	hsa-miR-96-5p
RELA	hsa-miR-99b-3p
RELA	hsa-miR-99b-5p
RELB	hsa-let-7b-3p
RELB	hsa-let-7b-5p
RELB	hsa-miR-221-3p
RELB	hsa-miR-221-5p
REL	hsa-miR-15b-3p
REL	hsa-miR-15b-5p
REL	hsa-miR-21-3p
REL	hsa-miR-21-5p
REPIN1	hsa-miR-15a-3p
REPIN1	hsa-miR-15a-5p
REPIN1	hsa-miR-16-1-3p
REPIN1	hsa-miR-16-5p
REST	hsa-miR-132-3p
REST	hsa-miR-132-5p
REST	hsa-miR-137-3p
REST	hsa-miR-137-5p
REST	hsa-miR-139-3p
REST	hsa-miR-139-5p
REST	hsa-miR-199a-3p
REST	hsa-miR-199a-5p
REST	hsa-miR-212-3p
REST	hsa-miR-212-5p
REST	hsa-miR-21-3p
REST	hsa-miR-21-5p
REST	hsa-miR-330-3p
REST	hsa-miR-330-5p
REST	hsa-miR-9-3p
REST	hsa-miR-9-5p
RREB1	hsa-miR-143-3p
RREB1	hsa-miR-143-5p
RREB1	hsa-miR-145-3p
RREB1	hsa-miR-145-5p
RUNX1	hsa-miR-106a-3p
RUNX1	hsa-miR-106a-5p
RUNX1	hsa-miR-144-3p
RUNX1	hsa-miR-144-5p
RUNX1	hsa-miR-17-3p
RUNX1	hsa-miR-17-5p
RUNX1	hsa-miR-181c-3p
RUNX1	hsa-miR-181c-5p
RUNX1	hsa-miR-181d-3p
RUNX1	hsa-miR-181d-5p
RUNX1	hsa-miR-18a-3p
RUNX1	hsa-miR-18a-5p
RUNX1	hsa-miR-18b-3p
RUNX1	hsa-miR-18b-5p
RUNX1	hsa-miR-19a-3p
RUNX1	hsa-miR-19a-5p
RUNX1	hsa-miR-19b-1-5p
RUNX1	hsa-miR-19b-2-5p
RUNX1	hsa-miR-19b-3p
RUNX1	hsa-miR-20a-3p
RUNX1	hsa-miR-20a-5p
RUNX1	hsa-miR-20b-3p
RUNX1	hsa-miR-20b-5p
RUNX1	hsa-miR-221-3p
RUNX1	hsa-miR-221-5p
RUNX1	hsa-miR-223-3p
RUNX1	hsa-miR-223-5p
RUNX1	hsa-miR-23a-3p
RUNX1	hsa-miR-23a-5p
RUNX1	hsa-miR-24-2-5p
RUNX1	hsa-miR-24-3p
RUNX1	hsa-miR-27a-3p
RUNX1	hsa-miR-27a-5p
RUNX1	hsa-miR-363-3p
RUNX1	hsa-miR-363-5p
RUNX1	hsa-miR-484
RUNX1	hsa-miR-92a-1-5p
RUNX1	hsa-miR-92a-2-5p
RUNX1	hsa-miR-92a-3p
RUNX1T1	hsa-miR-221-3p
RUNX1T1	hsa-miR-221-5p
RUNX1T1	hsa-miR-223-3p
RUNX1T1	hsa-miR-223-5p
RUNX2	hsa-miR-21-3p
RUNX2	hsa-miR-21-5p
RUNX2	hsa-miR-23a-3p
RUNX2	hsa-miR-23a-5p
RUNX2	hsa-miR-24-2-5p
RUNX2	hsa-miR-24-3p
RUNX2	hsa-miR-27a-3p
RUNX2	hsa-miR-27a-5p
RUNX2	hsa-miR-2861
RUNX2	hsa-miR-31-3p
RUNX2	hsa-miR-31-5p
RUNX2	hsa-miR-3960
RUNX3	hsa-miR-146b-3p
RUNX3	hsa-miR-146b-5p
RUNX3	hsa-miR-185-3p
RUNX3	hsa-miR-185-5p
RUNX3	hsa-miR-186-3p
RUNX3	hsa-miR-186-5p
RUNX3	hsa-miR-30a-3p
RUNX3	hsa-miR-30a-5p
RUNX3	hsa-miR-6780a-3p
RUNX3	hsa-miR-6780a-5p
RXRA	hsa-miR-122-3p
RXRA	hsa-miR-122-5p
RXRA	hsa-miR-143-3p
RXRA	hsa-miR-143-5p
RXRA	hsa-miR-145-3p
RXRA	hsa-miR-145-5p
RXRA	hsa-miR-193a-3p
RXRA	hsa-miR-193a-5p
SHP	hsa-miR-127-3p
SHP	hsa-miR-127-5p
SHP	hsa-miR-433-3p
SHP	hsa-miR-433-5p
SIP1	hsa-miR-141-3p
SIP1	hsa-miR-141-5p
SIP1	hsa-miR-200a-3p
SIP1	hsa-miR-200a-5p
SIP1	hsa-miR-200b-3p
SIP1	hsa-miR-200b-5p
SIP1	hsa-miR-200c-3p
SIP1	hsa-miR-200c-5p
SIP1	hsa-miR-429
SIRT1	hsa-miR-34a-3p
SIRT1	hsa-miR-34a-5p
SIRT1	hsa-miR-424-3p
SIRT1	hsa-miR-424-5p
SIRT1	hsa-miR-503-3p
SIRT1	hsa-miR-503-5p
SIRT6	hsa-miR-766-3p
SIRT6	hsa-miR-766-5p
SIX1	hsa-miR-200a-3p
SIX1	hsa-miR-200a-5p
SIX1	hsa-miR-200b-3p
SIX1	hsa-miR-200b-5p
SIX1	hsa-miR-200c-3p
SIX1	hsa-miR-200c-5p
SLUG	hsa-miR-200a-3p
SLUG	hsa-miR-200a-5p
SLUG	hsa-miR-200b-3p
SLUG	hsa-miR-200b-5p
SLUG	hsa-miR-200c-3p
SLUG	hsa-miR-200c-5p
SMAD1	hsa-miR-302a-3p
SMAD1	hsa-miR-302a-5p
SMAD1	hsa-miR-302b-3p
SMAD1	hsa-miR-302b-5p
SMAD1	hsa-miR-302c-3p
SMAD1	hsa-miR-302c-5p
SMAD1	hsa-miR-302d-3p
SMAD1	hsa-miR-302d-5p
SMAD1	hsa-miR-367-3p
SMAD1	hsa-miR-367-5p
SMAD2	hsa-miR-27a-3p
SMAD2	hsa-miR-27a-5p
SMAD2	hsa-miR-30d-3p
SMAD2	hsa-miR-30d-5p
SMAD2	hsa-miR-96-3p
SMAD2	hsa-miR-96-5p
SMAD3	hsa-miR-136-3p
SMAD3	hsa-miR-136-5p
SMAD3	hsa-miR-140-3p
SMAD3	hsa-miR-140-5p
SMAD3	hsa-miR-143-3p
SMAD3	hsa-miR-143-5p
SMAD3	hsa-miR-145-3p
SMAD3	hsa-miR-145-5p
SMAD3	hsa-miR-155-3p
SMAD3	hsa-miR-155-5p
SMAD3	hsa-miR-17-3p
SMAD3	hsa-miR-17-5p
SMAD3	hsa-miR-181a-2-3p
SMAD3	hsa-miR-181a-5p
SMAD3	hsa-miR-181b-2-3p
SMAD3	hsa-miR-181b-5p
SMAD3	hsa-miR-18a-3p
SMAD3	hsa-miR-18a-5p
SMAD3	hsa-miR-192-3p
SMAD3	hsa-miR-192-5p
SMAD3	hsa-miR-19a-3p
SMAD3	hsa-miR-19a-5p
SMAD3	hsa-miR-19b-1-5p
SMAD3	hsa-miR-19b-3p
SMAD3	hsa-miR-200a-3p
SMAD3	hsa-miR-200a-5p
SMAD3	hsa-miR-200b-3p
SMAD3	hsa-miR-200b-5p
SMAD3	hsa-miR-20a-3p
SMAD3	hsa-miR-20a-5p
SMAD3	hsa-miR-21-3p
SMAD3	hsa-miR-21-5p
SMAD3	hsa-miR-27a-3p
SMAD3	hsa-miR-27a-5p
SMAD3	hsa-miR-30d-3p
SMAD3	hsa-miR-30d-5p
SMAD3	hsa-miR-31-3p
SMAD3	hsa-miR-31-5p
SMAD3	hsa-miR-424-3p
SMAD3	hsa-miR-424-5p
SMAD3	hsa-miR-433-3p
SMAD3	hsa-miR-433-5p
SMAD3	hsa-miR-450b-3p
SMAD3	hsa-miR-450b-5p
SMAD3	hsa-miR-455-3p
SMAD3	hsa-miR-455-5p
SMAD3	hsa-miR-494-3p
SMAD3	hsa-miR-494-5p
SMAD3	hsa-miR-503-3p
SMAD3	hsa-miR-503-5p
SMAD3	hsa-miR-92a-1-5p
SMAD3	hsa-miR-92a-3p
SMAD4	hsa-miR-143-3p
SMAD4	hsa-miR-143-5p
SMAD4	hsa-miR-145-3p
SMAD4	hsa-miR-145-5p
SMAD4	hsa-miR-155-3p
SMAD4	hsa-miR-155-5p
SMAD4	hsa-miR-181a-2-3p
SMAD4	hsa-miR-181a-5p
SMAD4	hsa-miR-181b-2-3p
SMAD4	hsa-miR-181b-5p
SMAD4	hsa-miR-302a-3p
SMAD4	hsa-miR-302a-5p
SMAD4	hsa-miR-302b-3p
SMAD4	hsa-miR-302b-5p
SMAD4	hsa-miR-302c-3p
SMAD4	hsa-miR-302c-5p
SMAD4	hsa-miR-302d-3p
SMAD4	hsa-miR-302d-5p
SMAD4	hsa-miR-367-3p
SMAD4	hsa-miR-367-5p
SMAD4	hsa-miR-376c-3p
SMAD4	hsa-miR-376c-5p
SMAD4	hsa-miR-424-3p
SMAD4	hsa-miR-424-5p
SMAD4	hsa-miR-450b-3p
SMAD4	hsa-miR-450b-5p
SMAD4	hsa-miR-494-3p
SMAD4	hsa-miR-494-5p
SMAD4	hsa-miR-503-3p
SMAD4	hsa-miR-503-5p
SMAD4	hsa-miR-574-3p
SMAD4	hsa-miR-574-5p
SMAD4	hsa-miR-96-3p
SMAD4	hsa-miR-96-5p
SMG-1	hsa-miR-155-3p
SMG-1	hsa-miR-155-5p
SNAI1	hsa-miR-128-2-5p
SNAI1	hsa-miR-128-3p
SNAI1	hsa-miR-141-3p
SNAI1	hsa-miR-141-5p
SNAI1	hsa-miR-200a-3p
SNAI1	hsa-miR-200a-5p
SNAI1	hsa-miR-200b-3p
SNAI1	hsa-miR-200b-5p
SNAI1	hsa-miR-200c-3p
SNAI1	hsa-miR-200c-5p
SNAI1	hsa-miR-34a-3p
SNAI1	hsa-miR-34a-5p
SNAI1	hsa-miR-34b-3p
SNAI1	hsa-miR-34b-5p
SNAI1	hsa-miR-34c-3p
SNAI1	hsa-miR-34c-5p
SNAI1	hsa-miR-375-3p
SNAI1	hsa-miR-375-5p
SNAI1	hsa-miR-429
SNAI1	hsa-miR-493-3p
SNAI1	hsa-miR-493-5p
SNAI2	hsa-miR-137-3p
SNAI2	hsa-miR-137-5p
SNAI2	hsa-miR-141-3p
SNAI2	hsa-miR-141-5p
SNAI2	hsa-miR-145-3p
SNAI2	hsa-miR-145-5p
SNAI2	hsa-miR-200a-3p
SNAI2	hsa-miR-200a-5p
SNAI2	hsa-miR-200b-3p
SNAI2	hsa-miR-200b-5p
SNAI2	hsa-miR-200c-3p
SNAI2	hsa-miR-200c-5p
SNAI2	hsa-miR-221-3p
SNAI2	hsa-miR-221-5p
SNAI2	hsa-miR-222-3p
SNAI2	hsa-miR-222-5p
SNAI2	hsa-miR-34a-3p
SNAI2	hsa-miR-34a-5p
SNAI2	hsa-miR-429
SNAI2	hsa-miR-675-3p
SNAI2	hsa-miR-675-5p
SON	hsa-miR-23a-3p
SON	hsa-miR-23a-5p
SON	hsa-miR-24-2-5p
SON	hsa-miR-24-3p
SON	hsa-miR-27a-3p
SON	hsa-miR-27a-5p
SOX10	hsa-miR-335-3p
SOX10	hsa-miR-335-5p
SOX10	hsa-miR-338-3p
SOX10	hsa-miR-338-5p
SOX2	hsa-miR-124-3p
SOX2	hsa-miR-124-5p
SOX2	hsa-miR-1251-3p
SOX2	hsa-miR-1251-5p
SOX2	hsa-miR-135b-3p
SOX2	hsa-miR-135b-5p
SOX2	hsa-miR-137-3p
SOX2	hsa-miR-137-5p
SOX2	hsa-miR-141-3p
SOX2	hsa-miR-141-5p
SOX2	hsa-miR-181a-2-3p
SOX2	hsa-miR-181a-5p
SOX2	hsa-miR-182-3p
SOX2	hsa-miR-182-5p
SOX2	hsa-miR-183-3p
SOX2	hsa-miR-183-5p
SOX2	hsa-miR-19b-2-5p
SOX2	hsa-miR-19b-3p
SOX2	hsa-miR-200c-3p
SOX2	hsa-miR-200c-5p
SOX2	hsa-miR-22-3p
SOX2	hsa-miR-22-5p
SOX2	hsa-miR-301a-3p
SOX2	hsa-miR-301a-5p
SOX2	hsa-miR-302a-3p
SOX2	hsa-miR-302a-5p
SOX2	hsa-miR-302b-3p
SOX2	hsa-miR-302b-5p
SOX2	hsa-miR-302c-3p
SOX2	hsa-miR-302c-5p
SOX2	hsa-miR-302d-3p
SOX2	hsa-miR-302d-5p
SOX2	hsa-miR-324-3p
SOX2	hsa-miR-324-5p
SOX2	hsa-miR-367-3p
SOX2	hsa-miR-367-5p
SOX2	hsa-miR-424-3p
SOX2	hsa-miR-424-5p
SOX2	hsa-miR-577
SOX2	hsa-miR-7-1-3p
SOX2	hsa-miR-7-5p
SOX2	hsa-miR-766-3p
SOX2	hsa-miR-766-5p
SOX2	hsa-miR-9-3p
SOX2	hsa-miR-942-3p
SOX2	hsa-miR-942-5p
SOX2	hsa-miR-9-5p
SOX2	hsa-miR-96-3p
SOX2	hsa-miR-96-5p
SOX4	hsa-miR-1269a
SOX4	hsa-miR-129-2-3p
SOX4	hsa-miR-129-5p
SOX4	hsa-miR-31-3p
SOX4	hsa-miR-31-5p
SOX9	hsa-miR-140-3p
SOX9	hsa-miR-140-5p
SOX9	hsa-miR-29a-3p
SOX9	hsa-miR-29a-5p
SOX9	hsa-miR-574-3p
SOX9	hsa-miR-574-5p
SOX9	hsa-miR-675-3p
SOX9	hsa-miR-675-5p
SP1	hsa-miR-106a-3p
SP1	hsa-miR-106a-5p
SP1	hsa-miR-130a-3p
SP1	hsa-miR-130a-5p
SP1	hsa-miR-132-3p
SP1	hsa-miR-132-5p
SP1	hsa-miR-141-3p
SP1	hsa-miR-141-5p
SP1	hsa-miR-142-3p
SP1	hsa-miR-142-5p
SP1	hsa-miR-146b-3p
SP1	hsa-miR-146b-5p
SP1	hsa-miR-17-3p
SP1	hsa-miR-17-5p
SP1	hsa-miR-182-3p
SP1	hsa-miR-182-5p
SP1	hsa-miR-18a-3p
SP1	hsa-miR-18a-5p
SP1	hsa-miR-195-3p
SP1	hsa-miR-195-5p
SP1	hsa-miR-19a-3p
SP1	hsa-miR-19a-5p
SP1	hsa-miR-19b-1-5p
SP1	hsa-miR-19b-3p
SP1	hsa-miR-200a-3p
SP1	hsa-miR-200a-5p
SP1	hsa-miR-200b-3p
SP1	hsa-miR-200b-5p
SP1	hsa-miR-200c-3p
SP1	hsa-miR-200c-5p
SP1	hsa-miR-20a-3p
SP1	hsa-miR-20a-5p
SP1	hsa-miR-22-3p
SP1	hsa-miR-22-5p
SP1	hsa-miR-23a-3p
SP1	hsa-miR-23a-5p
SP1	hsa-miR-23b-3p
SP1	hsa-miR-23b-5p
SP1	hsa-miR-24-2-5p
SP1	hsa-miR-24-3p
SP1	hsa-miR-27a-3p
SP1	hsa-miR-27a-5p
SP1	hsa-miR-29c-3p
SP1	hsa-miR-29c-5p
SP1	hsa-miR-3151-3p
SP1	hsa-miR-3151-5p
SP1	hsa-miR-320a-3p
SP1	hsa-miR-320a-5p
SP1	hsa-miR-34c-3p
SP1	hsa-miR-34c-5p
SP1	hsa-miR-373-3p
SP1	hsa-miR-373-5p
SP1	hsa-miR-429
SP1	hsa-miR-630
SP1	hsa-miR-92a-1-5p
SP1	hsa-miR-92a-3p
SP7	hsa-miR-93-3p
SP7	hsa-miR-93-5p
SPI1	hsa-miR-142-3p
SPI1	hsa-miR-142-5p
SPI1	hsa-miR-146a-3p
SPI1	hsa-miR-146a-5p
SPI1	hsa-miR-155-3p
SPI1	hsa-miR-155-5p
SPI1	hsa-miR-17-3p
SPI1	hsa-miR-17-5p
SPI1	hsa-miR-18a-3p
SPI1	hsa-miR-18a-5p
SPI1	hsa-miR-199a-3p
SPI1	hsa-miR-199a-5p
SPI1	hsa-miR-19a-3p
SPI1	hsa-miR-19a-5p
SPI1	hsa-miR-19b-1-5p
SPI1	hsa-miR-19b-3p
SPI1	hsa-miR-20a-3p
SPI1	hsa-miR-20a-5p
SPI1	hsa-miR-21-3p
SPI1	hsa-miR-21-5p
SPI1	hsa-miR-223-3p
SPI1	hsa-miR-223-5p
SPI1	hsa-miR-22-3p
SPI1	hsa-miR-22-5p
SPI1	hsa-miR-23a-3p
SPI1	hsa-miR-23a-5p
SPI1	hsa-miR-338-3p
SPI1	hsa-miR-338-5p
SPI1	hsa-miR-342-3p
SPI1	hsa-miR-342-5p
SPI1	hsa-miR-424-3p
SPI1	hsa-miR-424-5p
SPI1	hsa-miR-615-3p
SPI1	hsa-miR-615-5p
SPI1	hsa-miR-92a-1-5p
SPI1	hsa-miR-92a-3p
SPLUNC1	hsa-miR-141-3p
SPLUNC1	hsa-miR-141-5p
SPRR2A	hsa-miR-141-3p
SPRR2A	hsa-miR-141-5p
SPRR2A	hsa-miR-200c-3p
SPRR2A	hsa-miR-200c-5p
SRC	hsa-miR-143-3p
SRC	hsa-miR-143-5p
SRC	hsa-miR-145-3p
SRC	hsa-miR-145-5p
SREBF1	hsa-miR-107
SREBF1	hsa-miR-185-3p
SREBF1	hsa-miR-185-5p
SREBF1	hsa-miR-613
SREBF2	hsa-miR-17-3p
SREBF2	hsa-miR-17-5p
SREBF2	hsa-miR-182-3p
SREBF2	hsa-miR-182-5p
SREBF2	hsa-miR-183-3p
SREBF2	hsa-miR-183-5p
SREBF2	hsa-miR-18a-3p
SREBF2	hsa-miR-18a-5p
SREBF2	hsa-miR-19a-3p
SREBF2	hsa-miR-19a-5p
SREBF2	hsa-miR-19b-1-5p
SREBF2	hsa-miR-19b-3p
SREBF2	hsa-miR-20a-3p
SREBF2	hsa-miR-20a-5p
SREBF2	hsa-miR-92a-1-5p
SREBF2	hsa-miR-92a-3p
SREBF2	hsa-miR-96-3p
SREBF2	hsa-miR-96-5p
SRF	hsa-miR-1-3p
SRF	hsa-miR-143-3p
SRF	hsa-miR-143-5p
SRF	hsa-miR-145-3p
SRF	hsa-miR-145-5p
SRF	hsa-miR-1-5p
SRF	hsa-miR-199a-3p
SRF	hsa-miR-199a-5p
SRF	hsa-miR-206
SRF	hsa-miR-214-3p
SRF	hsa-miR-214-5p
SRF	hsa-miR-3120-3p
SRF	hsa-miR-3120-5p
SRSF1	hsa-miR-221-3p
SRSF1	hsa-miR-221-5p
SRSF1	hsa-miR-222-3p
SRSF1	hsa-miR-222-5p
SSTR2	hsa-miR-361-3p
SSTR2	hsa-miR-361-5p
STAT1	hsa-miR-146b-3p
STAT1	hsa-miR-146b-5p
STAT1	hsa-miR-155-3p
STAT1	hsa-miR-155-5p
STAT1	hsa-miR-29a-3p
STAT1	hsa-miR-29a-5p
STAT1	hsa-miR-34a-3p
STAT1	hsa-miR-34a-5p
STAT3	hsa-let-7d-3p
STAT3	hsa-let-7d-5p
STAT3	hsa-miR-125b-2-3p
STAT3	hsa-miR-125b-5p
STAT3	hsa-miR-135b-3p
STAT3	hsa-miR-135b-5p
STAT3	hsa-miR-143-3p
STAT3	hsa-miR-143-5p
STAT3	hsa-miR-146a-3p
STAT3	hsa-miR-146a-5p
STAT3	hsa-miR-146b-3p
STAT3	hsa-miR-146b-5p
STAT3	hsa-miR-150-3p
STAT3	hsa-miR-150-5p
STAT3	hsa-miR-155-3p
STAT3	hsa-miR-155-5p
STAT3	hsa-miR-15a-3p
STAT3	hsa-miR-15a-5p
STAT3	hsa-miR-16-1-3p
STAT3	hsa-miR-16-5p
STAT3	hsa-miR-17-3p
STAT3	hsa-miR-17-5p
STAT3	hsa-miR-181b-3p
STAT3	hsa-miR-181b-5p
STAT3	hsa-miR-182-3p
STAT3	hsa-miR-182-5p
STAT3	hsa-miR-183-3p
STAT3	hsa-miR-183-5p
STAT3	hsa-miR-184
STAT3	hsa-miR-18a-3p
STAT3	hsa-miR-18a-5p
STAT3	hsa-miR-197-3p
STAT3	hsa-miR-197-5p
STAT3	hsa-miR-19a-3p
STAT3	hsa-miR-19a-5p
STAT3	hsa-miR-19b-1-5p
STAT3	hsa-miR-19b-3p
STAT3	hsa-miR-200c-3p
STAT3	hsa-miR-200c-5p
STAT3	hsa-miR-204-3p
STAT3	hsa-miR-204-5p
STAT3	hsa-miR-20a-3p
STAT3	hsa-miR-20a-5p
STAT3	hsa-miR-21-3p
STAT3	hsa-miR-214-3p
STAT3	hsa-miR-214-5p
STAT3	hsa-miR-21-5p
STAT3	hsa-miR-22-3p
STAT3	hsa-miR-22-5p
STAT3	hsa-miR-23b-3p
STAT3	hsa-miR-23b-5p
STAT3	hsa-miR-24-1-5p
STAT3	hsa-miR-24-3p
STAT3	hsa-miR-26a-1-3p
STAT3	hsa-miR-26a-5p
STAT3	hsa-miR-27b-3p
STAT3	hsa-miR-27b-5p
STAT3	hsa-miR-29a-3p
STAT3	hsa-miR-29a-5p
STAT3	hsa-miR-29b-1-5p
STAT3	hsa-miR-29b-2-5p
STAT3	hsa-miR-29b-3p
STAT3	hsa-miR-29c-3p
STAT3	hsa-miR-29c-5p
STAT3	hsa-miR-30c-1-3p
STAT3	hsa-miR-30c-5p
STAT3	hsa-miR-34a-3p
STAT3	hsa-miR-34a-5p
STAT3	hsa-miR-370-3p
STAT3	hsa-miR-370-5p
